m1,m2,N_idx,N,S1,S2,loss_S1_vs_N,lp_N_given_m1,lp_S1_given_m1,lp_N_given_m2,lp_S1_given_m2,loss_S2_vs_N,lp_S2_given_m2,lp_S2_given_m1,loss_rank1,loss_rank2,worst_rank_of_two,p_N_given_m1_decile,p_N_given_m2_decile,selected_for_human_testing
bert,rnn,2367,The shape of your body is incredible though,The shine of your eyes is kind hearted,The video of your focus is disproportionately friends,-23.689884185791016,-48.13493347167969,-48.11834335327149,-40.33375072479247,-64.0236349105835,-37.82807540893555,-40.16369533538818,-85.96302032470703,45.0,53.0,53.0,8,7,True
bert,rnn,2383,Just let him be allowed to have feelings,Please let me am unable to have child,Sometimes let him be cared to have happened,-18.776338577270508,-53.2667236328125,-52.23893737792969,-37.73743009567261,-56.513768672943115,-13.085159301757812,-37.495304584503174,-66.35188293457031,56.0,98.0,98.0,5,8,False
bert,rnn,2384,They have notebooks and stuff in those pockets,I put notebooks and books into those shelves,We were paychecks and lesbians in later match,-21.06890821456909,-51.91824722290039,-51.72921752929688,-47.52067947387695,-68.58958768844603,-30.15710830688477,-47.17209267616272,-82.07535552978516,54.0,69.0,69.0,6,5,False
bert,rnn,2398,It was a really shocking lapse in security,It was a quite drastic boosting in speed,This was a few schizophrenic quarantine from Pyongyang,-22.588727474212646,-53.534523010253906,-53.26708984375,-48.55674433708191,-71.14547181129457,-78.89214324951172,-47.75150620937347,-132.42666625976562,48.0,17.0,48.0,5,4,False
bert,rnn,2438,My photo does make it a bit lighter,Sometimes blushing helps make it a shade darker,No phrasing does make it a bit frustrating,-27.68465375900269,-56.5927734375,-55.7957763671875,-43.54346036911011,-71.2281141281128,-25.68608093261719,-43.0621919631958,-82.27885437011719,42.0,77.0,77.0,3,6,False
bert,rnn,2484,The book means as a lot to me,That lot means quite a fortune to you,The opinions already taking a job to you,-21.514928817749023,-51.86776733398438,-51.7225341796875,-36.89100551605225,-58.40593433380127,-21.713768005371094,-36.70705223083496,-73.58153533935547,52.0,85.0,85.0,6,9,False
bert,rnn,2533,Men get tattoos on their hairy thighs too,Men wear tattoos on their hairy chests also,Juvenile her unhappiness outside any inexplicably scramble down,-3.8837926387786874,-53.89693832397461,-53.68303680419922,-68.82012414932251,-72.70391678810121,-94.30910110473631,-68.43539094924928,-148.20603942871094,88.0,10.0,88.0,5,0,False
bert,rnn,2598,Therefore human thought has see its own limits,Lets no thing notice evens its own shadow,Heard excruciating lady uncontrollably hysterically your own insecurities,-52.749015092849724,-62.29240798950195,-61.8001823425293,-67.15579485893251,-119.90480995178223,-96.28857040405272,-67.04563045501709,-158.5809783935547,18.0,9.0,18.0,1,0,False
bert,rnn,2648,The other info provided is much more informative,The official Guinness webpage is slightly less comprehensive,The local extremists applauded by no more unorthodox,-44.422207355499275,-53.7143783569336,-53.030555725097656,-50.40361404418945,-94.82582139968872,-60.910888671875,-50.239705562591546,-114.62527465820312,24.0,30.0,30.0,5,3,True
bert,rnn,2657,Still looking if anyone else would consider selling,Were damned if anyone else would bother announcing,Still disenfranchised about someone I would get vulnerabilities,-32.78289794921875,-61.43103408813477,-61.11924362182617,-55.62936401367188,-88.41226196289062,-63.6563835144043,-55.21557950973511,-125.08741760253906,37.0,26.0,37.0,1,2,False
bert,rnn,2675,Nothing but respect for our boys in blue,Nothing except pity for her lady in waiting,Fast yourself suffice that they misunderstood in jeopardy,-4.760494947433472,-54.07695007324219,-53.93759155273438,-55.34925127029419,-60.109746217727654,-69.4462776184082,-55.03085565567017,-123.52320861816406,84.0,23.0,84.0,4,2,False
bert,rnn,2740,Do not post something you made or own,Do not tattoo any you tattoos or dons,Do actually misunderstand anyone I knew getting vaccinated,-41.216178178787224,-60.14684295654297,-58.419517517089844,-53.87469267845154,-95.09087085723877,-54.39989471435547,-53.84093046188354,-114.54673767089844,27.0,36.0,36.0,2,2,False
bert,rnn,2790,We are moving through the seasons each week,We are passing through the glows of Avalon,We are mentally as the culprit per week,-18.6196448802948,-53.22692489624024,-52.44107055664063,-43.8806779384613,-62.5003228187561,-23.94098281860352,-43.7433295249939,-77.16790771484375,57.0,81.0,81.0,5,6,False
bert,rnn,2816,The sad part is you actually believe this,The scary part is they actually believe her,The Saudi part is to accurately accept him,-4.95634651184082,-49.423301696777344,-49.393836975097656,-42.69106531143189,-47.64741182327271,-22.680877685546875,-42.687476396560676,-72.10415649414062,83.0,84.0,84.0,7,7,False
bert,rnn,2889,I seem to have that effect on players,He loved to have that effect on Suzanne,You seem to have any country from fans,-16.710007190704346,-50.12452697753906,-48.960838317871094,-38.539894104003906,-55.24990129470825,-18.01718139648437,-38.446847438812256,-68.14170837402344,58.0,90.0,90.0,7,8,False
bert,rnn,2902,I say so in that side note part,I say so about that ground effect part,I feel paying your games calories english apologizing,-15.368747234344482,-58.13219451904297,-57.73258972167969,-52.108710765838616,-67.4774580001831,-56.42245483398438,-51.64471483230591,-114.55462646484376,64.0,34.0,64.0,2,2,False
bert,rnn,2905,The art of the deal by Donald Trump,The spokesperson for customized jerseys is Donald Trump,The spore of the freeway for Benedict Letterman,-34.5746636390686,-54.5666389465332,-54.07622909545898,-43.88418197631836,-78.45884561538695,-35.84780502319336,-43.53088283538818,-90.41442108154295,33.0,59.0,59.0,4,6,False
bert,rnn,2951,We are going to want that same setup,I is here to demand your husband resigns,They are going to change that same consequences,-36.006988763809204,-53.7852897644043,-52.220985412597656,-35.72470998764038,-71.73169875144957,-6.9416465759277335,-35.61112356185913,-60.72692108154297,31.0,100.0,100.0,5,9,False
bert,rnn,2962,And we still have limited units as well,Now we do have limited lightening as well,If he just have gotten disproportionately as well,-16.099998474121097,-52.56471252441406,-52.52572631835938,-43.23435401916504,-59.33435249328613,-28.46684265136719,-43.10035181045532,-81.03157043457031,62.0,73.0,73.0,5,6,False
bert,rnn,2980,There are a lot more examples of this,There are a lot more proofs than this,This was a lot more examples of view,-11.491945743560793,-44.17259979248047,-43.76161193847656,-32.40947151184082,-43.90141725540161,-16.593276977539062,-32.326651096343994,-60.76587677001953,77.0,93.0,93.0,8,9,False
bert,rnn,3038,People like him are not worth arguing with,Men like him were not worth arguing with,Police believe itself are not worth ended around,-4.038874864578247,-45.29938507080078,-44.70126724243164,-46.64776635169983,-50.686641216278076,-35.875938415527344,-46.25058674812317,-81.17532348632812,87.0,58.0,87.0,8,5,False
bert,rnn,3047,This does not always guarantee a safe transaction,This does not necessarily ensure a uniform weighting,This does not really watch the easiest hypocrite,-20.543909788131714,-50.62284469604492,-49.696189880371094,-43.63067388534546,-64.17458367347717,-32.170867919921875,-42.77987241744995,-82.79373168945312,55.0,67.0,67.0,7,6,True
bert,rnn,3073,I would love to pound it into submission,You do love to hammer things into stone,It also Leon to congratulate us want miserably,-10.089556455612184,-50.540733337402344,-50.32628631591797,-44.831984758377075,-54.92154121398926,-53.526100158691406,-44.49575185775757,-104.06683349609376,78.0,39.0,78.0,7,6,False
bert,rnn,3103,That would make them look at our issues,These books help readers look into uncertain futures,This may make a look about our ups,-33.940956115722656,-51.31080627441406,-50.27606964111328,-38.075400352478034,-72.01635646820068,-19.364891052246094,-38.005218505859375,-70.67564392089844,34.0,87.0,87.0,6,8,False
bert,rnn,3115,Hopefully in the future plant alternatives greatly improve,However in the extraction ores valuables needs discovery,Arguably in this obnoxious arbitrarily disproportionately kinda misunderstood,-72.10869836807252,-66.98770904541016,-65.86032104492189,-69.60321855545044,-141.71191692352298,-136.59870147705078,-68.98985004425049,-203.5864105224609,11.0,4.0,11.0,0,0,False
bert,rnn,3207,Same reason that you are now blinking manually,Simple as this these are standard tea pinks,Keep ketchup and we are top disproportionately schizophrenic,-39.103415966033936,-60.5103759765625,-59.72218322753906,-61.91983294487,-101.02324891090393,-87.44718933105469,-61.830288648605354,-147.9575653076172,29.0,14.0,29.0,1,1,False
bert,rnn,3211,They literally thanked him in the press conference,People violently attacked him during his press conference,Police currently picked it into the impoverished government,-21.870680570602413,-47.23394012451172,-46.064002990722656,-45.28379273414612,-67.15447330474854,-33.740310668945305,-45.25615167617798,-80.97425079345703,50.0,64.0,64.0,8,5,False
bert,rnn,3247,The entire show terrified me for some reason,The slide show intrigued him for some reason,Not uninteresting remotely misunderstood going to the time,-10.068584442138672,-52.11979675292969,-52.062049865722656,-49.201286792755134,-59.2698712348938,-59.60804748535156,-49.004828453063965,-111.72784423828124,79.0,31.0,79.0,6,4,False
bert,rnn,3402,Character has nothing to do with skill though,Magical has lots to do with ability development,Investigators have nothing to do with misdemeanor fluctuations,-39.86540412902832,-56.12405395507813,-55.762168884277344,-43.0617790222168,-82.92718315124513,-56.39064407348633,-40.42727947235107,-112.51468658447266,28.0,35.0,35.0,3,7,False
bert,rnn,3496,Good to see a fellow ace attorney fan,Authority to have the new Tel Asia upgraded,Efforts to change only through cholesterol responsibly paraphernalia,-107.99543952941895,-67.43142700195311,-67.41069030761719,-62.34126234054565,-170.3367018699646,-89.7373046875,-62.3215012550354,-157.16873168945312,5.0,13.0,13.0,0,0,False
bert,rnn,3526,Laws only matter if they can be enforced,Laws only apply when legality can be ensured,Sacrifice teaches Diablo if you can be misunderstood,-16.707520008087158,-51.98862075805664,-51.881690979003906,-51.48558640480042,-68.19310641288757,-70.48786163330078,-50.584670066833496,-122.47647094726562,59.0,21.0,59.0,6,3,False
bert,rnn,3576,I hear they are hard to shop for,I find they are easy to shop for,I reckon we were full to congratulate down,-6.6151065826416025,-49.04037475585938,-48.365684509277344,-42.30596399307251,-48.92107057571411,-36.38005065917969,-42.18985939025879,-85.42040252685547,81.0,56.0,81.0,8,7,False
bert,rnn,3594,It happens to some extent on every tire,It maps the vector vectors along each lattice,It seemed to some extent on edge cavity,-48.04862546920776,-55.20455932617188,-54.34564971923828,-44.69303965568543,-92.7416651248932,-16.206130981445312,-44.42093992233277,-71.41067504882812,21.0,94.0,94.0,4,6,False
bert,rnn,3601,But seeing Peter Murphy had to be great,Sadly for Jason life continues to be grim,But airing Paul Eisenhower have to be deployed,-50.66362977027893,-58.39647674560547,-57.82472229003906,-50.10684061050415,-100.77047038078308,-24.38275909423828,-49.77549386024475,-82.77923583984375,19.0,79.0,79.0,2,4,False
xlm,lstm,13,I thought those were wallets for some reason,He thought men were och of no nation,I guess these nonsensical displeasure is something ridiculous,-51.47535133361816,-54.82076644897461,-54.24889755249024,-46.73438453674317,-98.20973587036131,-34.29799270629883,-46.52394104003906,-89.11875915527344,16.0,26.0,26.0,2,3,False
xlm,lstm,53,We are not on the brink of collapse,We are not on the board of what,We are also on the verge of bankruptcy,-13.795608520507812,-31.247787475585934,-31.033159255981445,-23.94258689880371,-37.73819541931152,-3.810970306396485,-23.66266822814941,-35.05875778198242,69.0,94.0,94.0,9,9,False
xlm,lstm,167,It all depends on your personal comfort level,It only depends on your internal energy level,It all depends on your own comfort tasks,-7.986713409423827,-40.949073791503906,-39.645240783691406,-32.63209915161133,-40.618812561035156,-9.505104064941406,-32.58521270751953,-50.45417785644531,79.0,89.0,89.0,7,9,False
xlm,lstm,177,I felt it in waves with the machine,I feel me making shapes on the Shore,I opened it in assent with no remorse,-15.989477157592773,-44.51853942871094,-44.43038940429688,-41.52948570251465,-57.51896286010742,-27.918182373046875,-40.34466552734375,-72.43672180175781,64.0,42.0,64.0,5,6,True
xlm,lstm,254,She posts her whole life on social media,She Drew her entire life on social media,She waived her own life on social media,-18.11159896850586,-44.54664611816406,-43.57482147216797,-38.68030166625977,-56.79190063476562,-6.712554931640625,-38.352638244628906,-51.25920867919922,58.0,91.0,91.0,5,7,False
xlm,lstm,290,You will be out of stamina and powerless,They shall be made of Bros and lbs,People must be thinking of discerning and perplexed,-49.40040397644043,-48.17691040039063,-48.041969299316406,-44.01102256774902,-93.41142654418944,-31.57608795166016,-43.69866180419922,-79.75299835205078,19.0,34.0,34.0,3,5,False
xlm,lstm,370,Can someone explain to me how this works,Could not describe to him how that felt,Can anyone explain to me how this happened,-12.491092681884766,-37.61421203613281,-36.39476013183594,-33.320999145507805,-45.81209182739258,-0.36685943603515625,-33.04640769958496,-37.98107147216797,72.0,99.0,99.0,8,9,False
