sentence_pair,subjects_majority_vote,sentence1,sentence2,probability_sentence1,probability_sentence2
Can enjoy both early mornings and late nights_I hate this kind of shitty stolen ads,1.0,Can enjoy both early mornings and late nights,I hate this kind of shitty stolen ads,-35.21624977886677,-45.38716288283467
China is buying their way into world domination_India is punching its way into world leadership,1.0,China is buying their way into world domination,India is punching its way into world leadership,-32.16805475950241,-30.421018242836
Click for the help sending this to you_Sorry for the wait getting back to you,2.0,Click for the help sending this to you,Sorry for the wait getting back to you,-37.55179810523987,-23.32288098335266
Come here and let daddy teach you something_If a certain feature helped make a choice,1.0,Come here and let daddy teach you something,If a certain feature helped make a choice,-29.773700639605522,-44.07250988483429
Commenting up a autoimmune and uninteresting cholesterol memorabilia_Looks like a nitrogen and possibly iron deficiency,2.0,Commenting up a autoimmune and uninteresting cholesterol memorabilia,Looks like a nitrogen and possibly iron deficiency,-80.99768030643463,-40.75160950422287
Def helped me through my last break up_through up last me my helped Def break,1.0,Def helped me through my last break up,through up last me my helped Def break,-39.77647244930267,-73.16651773452759
Definitely a arcade version of Take a terms_Its the newspaper version of Take a Break,2.0,Definitely a arcade version of Take a terms,Its the newspaper version of Take a Break,-60.84753751754761,-42.87473911046982
Depending on if socialize with people a lot_I realized even weed is ruining my life,2.0,Depending on if socialize with people a lot,I realized even weed is ruining my life,-40.167236641049385,-40.6450457572937
Do not confuse the masters actions as emotional_This will only discourage people from getting vaccinated,2.0,Do not confuse the masters actions as emotional,This will only discourage people from getting vaccinated,-47.27289009094238,-31.20994856953621
Do you mean Bucharest of all tripped nouns_So you need utilising in your smartest televisions,1.0,Do you mean Bucharest of all tripped nouns,So you need utilising in your smartest televisions,-68.2163106650114,-62.80453425645828
Doors and windows seem to be properly sealed_Never hurts to install a carbon monoxide detector,1.0,Doors and windows seem to be properly sealed,Never hurts to install a carbon monoxide detector,-22.57295998930931,-33.80144322430715
Emergency warnings were sent to evacuate the city_These people were told to evacuate the area,1.0,Emergency warnings were sent to evacuate the city,These people were told to evacuate the area,-29.633465051651,-25.520471334457397
Even cheap Taco con cons make great meals_Suddenly the Taco Bell slogan makes complete sense,2.0,Even cheap Taco con cons make great meals,Suddenly the Taco Bell slogan makes complete sense,-61.8629652261734,-36.91797518637031
Everybody hears themselves different from how they speak_They only mental health care was heavy drinking,1.0,Everybody hears themselves different from how they speak,They only mental health care was heavy drinking,-41.678546667099,-50.96016764640808
Find the deeper argument and fix that problem_I think you probably could without ruining everything,2.0,Find the deeper argument and fix that problem,I think you probably could without ruining everything,-39.764326333999634,-38.66746461391449
From sunset to sunrise and everything in between_This was expected by me to by honest,1.0,From sunset to sunrise and everything in between,This was expected by me to by honest,-26.83240271359682,-48.74339175224304
From the leaves it looks like root rot_This will have astounding repercussions in my life,2.0,From the leaves it looks like root rot,This will have astounding repercussions in my life,-33.07129314541817,-34.19643551111221
From the stone age to the middle ages_I would forget which book had the map,1.0,From the stone age to the middle ages,I would forget which book had the map,-29.82768440246582,-41.98119640350342
Glad to see you ended ones camping trip_Great to see Scott reprising avenge old stomp,1.0,Glad to see you ended ones camping trip,Great to see Scott reprising avenge old stomp,-43.28373008966446,-54.00402754545212
Governments will need to enhance such protections yearly_I do have to vacate the house elsewhere,1.0,Governments will need to enhance such protections yearly,I do have to vacate the house elsewhere,-42.03746235370636,-36.42511908710003
Happened to a coworker of mine last year_You Are My Sunshine sung by Johnny Cash,1.0,Happened to a coworker of mine last year,You Are My Sunshine sung by Johnny Cash,-24.486268617212772,-43.116997331380844
Hard to tell though with a short visit_No to tell but with a short tale,1.0,Hard to tell though with a short visit,No to tell but with a short tale,-36.4441636800766,-45.07749533653259
Harry specializes ranted off and in some respects_She brings Pius with her in some capacity,2.0,Harry specializes ranted off and in some respects,She brings Pius with her in some capacity,-67.75924587249756,-44.59368513152003
Has Apple stock went up by a lot_It was perfect melt in your mouth tender,2.0,Has Apple stock went up by a lot,It was perfect melt in your mouth tender,-40.51605623960495,-41.7041005641222
Having crit done solves most of your problems_High mashing choral swerved every of your only,1.0,Having crit done solves most of your problems,High mashing choral swerved every of your only,-35.72835573554039,-88.76298522949219
He fell faster than a professional soccer player_He healed faster than any professional sports player,2.0,He fell faster than a professional soccer player,He healed faster than any professional sports player,-35.190597504377365,-34.72900402545929
He fell faster than a professional soccer player_One gets less than a single soccer team,1.0,He fell faster than a professional soccer player,One gets less than a single soccer team,-35.190597504377365,-40.9239137172699
He folded the manuals under his free arm_This can also cause auditory and tactile hallucinations,1.0,He folded the manuals under his free arm,This can also cause auditory and tactile hallucinations,-39.238251864910126,-31.0009526014328
He is doing the equivalent of hover handing_Soon began out the upstate mid Alamos insofar,1.0,He is doing the equivalent of hover handing,Soon began out the upstate mid Alamos insofar,-48.6862058788538,-88.969482421875
He is seeming increasingly frustrated in Tampa too_I was later unexpectedly upset in arriving rather,1.0,He is seeming increasingly frustrated in Tampa too,I was later unexpectedly upset in arriving rather,-49.448902666568756,-62.208099126815796
